#OTU ID	PMA01	PMA02	PMA03	PMA04	PMA05	PMA06	PMA07	PMA08	PMA09	PMA10	PMA11	PMA12	PMA13	PMA14	PMA15	PMA16	PMA17	PMA18	PMA19	PMA20	PMA21	PMA22	PMA23	PMA24	PMA25	PMA26	PMA27	PMA28	PMA29	PMA30	PMA31	PMA32	PMA33	PMA34	PMA35	PMA36	PMA37	PMA38	PMA39	PMA40	PMA41	PMA42	PMA43	PMA44	PMA45	PMA46	PMA47	PMA48	PMA49	PMA50	PMA51	PMA52	taxonomy
GCF_000154225.1	0	0	0	1	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	3	0	1	0	2	0	0	0	18	1	0	0	0	0	0	0	2	0	0	0	11	0	0	0	28	0	0	0	0	0	0	0	13	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_odontolyticus;t__Actinomyces_odontolyticus_ATCC_17982
GCF_000154345.1	0	2	1	0	3	0	0	0	4	55	7	0	0	0	0	0	1	1	2	0	0	3	32	0	1	2	2	0	0	3	1	0	3	1	9	0	1	0	1	0	0	0	0	0	0	0	0	0	5	2	3	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium]_leptum;t__[Clostridium]_leptum_DSM_753
GCF_000154285.1	0	0	0	0	2	0	2	0	3	2	1	0	0	1	0	0	0	0	1	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	2	0	0	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__[Eubacterium]_dolichum;t__[Eubacterium]_dolichum_DSM_3991
GCF_000154305.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes_caccae;t__Anaerostipes_caccae_DSM_14662
GCF_000154445.1	0	0	1	0	1	0	0	0	3	2	3	0	1	1	1	0	0	0	0	0	7	9	1	0	0	1	2	0	1	1	0	0	0	3	21	0	1	0	2	0	0	0	0	0	0	0	0	0	3	1	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter_bartlettii;t__Intestinibacter_bartlettii_DSM_16795
GCF_000154425.1	1	0	0	0	3	1	0	0	2	1	0	0	2	1	2	0	1	2	4	0	4	0	3	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_eutactus;t__Coprococcus_eutactus_ATCC_27759
GCF_000154505.1	0	0	0	0	3	3	3	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_scindens;t__[Clostridium]_scindens_ATCC_35704
GCF_000154485.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium_ramosum;t__Erysipelatoclostridium_ramosum_DSM_1402
GCF_000190535.1	80	97	172	0	6	7	6	0	3	0	3	0	1	0	1	0	11	7	18	0	58	43	117	0	10	9	5	0	65	114	43	0	1	23	25	0	25	41	56	0	163	176	160	0	27	27	30	0	139	172	96	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter_splanchnicus;t__Odoribacter_splanchnicus_DSM_220712
GCF_000157915.1	214	65	191	0	494	401	386	0	30	6	9	1	138	133	148	0	19	19	20	0	57	111	252	0	168	79	255	0	65	113	37	0	20	128	143	0	56	131	205	0	66	84	88	0	36	41	79	0	56	101	53	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprophilus;t__Bacteroides_coprophilus_DSM_18228
GCF_000154845.1	14	24	43	0	848	879	815	0	0	0	1	0	179	208	235	0	2	5	6	1	50	105	172	0	329	153	528	0	173	229	63	0	39	186	273	0	113	220	216	0	210	217	239	0	68	79	179	0	59	67	43	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola;t__Bacteroides_coprocola_DSM_17136
GCF_000154565.1	0	0	1	0	4	5	14	0	5	1	2	0	2	0	3	0	1	1	1	0	3	13	19	0	3	2	5	0	2	1	3	0	0	3	3	0	2	1	0	0	2	1	0	0	0	3	2	0	2	0	8	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus_colihominis;t__Anaerotruncus_colihominis_DSM_17241
GCF_000154805.1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__[Clostridium]_spiroforme;t__[Clostridium]_spiroforme_DSM_1552
GCF_000156535.1	15	11	12	0	233	51	105	0	24	4	2	0	86	56	44	0	10	31	20	0	47	81	89	0	10	9	2	0	130	93	213	0	8	10	25	0	4	10	4	0	19	4	175	0	16	7	41	0	23	20	10	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_intestinalis;t__Roseburia_intestinalis_L1-82
GCF_000155205.1	2	1	0	0	2	1	1	0	2	0	3	0	0	1	1	0	0	0	1	0	1	3	9	0	1	1	0	0	0	1	0	0	16	19	15	0	11	14	9	0	13	13	36	0	1	1	0	0	0	0	2	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_lactaris;t__Ruminococcus_lactaris_ATCC_29176
GCF_000156015.1	1	0	2	0	3	1	3	0	4	1	0	0	4	0	2	0	132	592	447	0	5	5	2	0	5	1	2	0	5	2	2	0	0	0	0	0	0	2	0	0	1	0	4	0	1	1	2	0	4	2	2	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio_crossotus;t__Butyrivibrio_crossotus_DSM_2876
GCF_000155875.1	6	9	2	0	7	7	14	0	9	7	10	0	39	14	12	0	6	2	14	0	11	9	17	0	4	3	4	0	6	11	7	0	11	30	32	0	5	4	2	0	2	0	6	0	14	10	10	0	18	5	11	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_comes;t__Coprococcus_comes_ATCC_27758
GCF_000155855.1	0	2	2	0	1	1	3	0	4	1	3	0	7	6	1	0	4	5	6	0	5	8	5	0	0	0	2	0	0	2	7	0	2	2	3	0	1	2	1	0	1	2	3	0	1	3	2	0	3	6	2	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__[Bacteroides]_pectinophilus;t__[Bacteroides]_pectinophilus_ATCC_43243
GCF_000155435.1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	1	2	0	4	6	6	0	1	2	2	0	0	1	0	0	1	2	2	0	0	1	1	0	0	0	3	0	0	0	1	0	3	2	1	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__Clostridiales_bacterium_1_7_47FAA;t__Clostridiales_bacterium_1_7_47FAA_1_7_47FAA
GCF_000155955.1	0	0	0	0	0	0	0	0	23	4	2	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella_multacida;t__Mitsuokella_multacida_DSM_20544
GCF_000156035.2	8	3	5	0	20	8	18	0	9	1	2	0	15	10	6	0	3	2	8	0	4	7	8	0	3	3	2	0	4	3	6	0	5	5	19	0	2	4	2	0	3	1	7	0	6	4	5	0	6	10	2	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Tyzzerella;s__Tyzzerella_nexilis;t__Tyzzerella_nexilis_DSM_1787
GCF_000156175.1	0	0	0	0	0	0	0	0	0	0	0	0	6	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_intestinalis;t__Collinsella_intestinalis_DSM_13280
GCF_000156215.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_stercoris;t__Collinsella_stercoris_DSM_13279
GCF_000156655.1	1	0	0	0	0	0	1	0	5	21	30	0	3	1	1	0	1	2	4	0	2	3	0	0	0	0	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella_biformis;t__Holdemanella_biformis_DSM_3989
GCF_000156675.1	0	0	3	0	2	2	0	0	2	0	0	0	3	3	1	0	0	0	0	0	3	2	1	0	0	2	0	0	2	0	1	0	0	0	6	0	0	3	0	0	0	3	2	0	2	1	3	0	11	1	3	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_hansenii;t__Blautia_hansenii_DSM_20583
GCF_000165735.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	38	0	0	0	0	0	0	0	1	0	0	0	18	0	0	0	35	0	0	0	3	0	0	0	0	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_micronuciformis;t__Megasphaera_micronuciformis_F0359
GCF_000157935.1	2176	1143	1710	0	3	1	4	0	1001	401	270	0	3	1	2	0	627	298	623	0	1	3	4	0	1	2	4	0	0	2	1	0	2	0	44	0	0	0	0	0	3	13	12	0	1	1	1	0	2	3	7	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri;t__Prevotella_copri_DSM_18205
GCF_000162015.1	35	27	30	0	10	11	13	0	84	6	10	0	67	20	38	0	18	51	60	0	42	513	327	0	65	22	17	0	39	55	202	0	40	32	26	0	63	102	81	0	37	30	13	0	20	17	7	0	52	59	45	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__Faecalibacterium_prausnitzii_A2-165
GCF_000160055.1	10	9	15	0	9	14	19	0	0	0	0	0	5	8	9	0	0	0	0	0	3	3	9	0	20	19	22	15	13	2	19	0	2	4	30	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister_invisus;t__Dialister_invisus_DSM_15470
GCF_000159055.1	3	0	2	0	9	1	5	0	6	2	2	0	3	1	2	0	2	5	5	0	6	23	19	0	7	2	1	0	3	1	10	0	3	6	4	0	2	5	3	0	1	1	3	0	1	1	2	0	10	4	8	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._M62/1;t__Clostridium_sp._M62/1_M62/1
GCF_000157955.1	2	1	0	0	0	0	4	0	1	5	0	0	4	2	2	0	0	1	0	0	0	0	7	0	3	0	2	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	3	1	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum;s__Subdoligranulum_variabile;t__Subdoligranulum_variabile_DSM_15176
GCF_000158655.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	1	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium]_methylpentosum;t__[Clostridium]_methylpentosum_DSM_5476
GCF_000158215.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	15	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_periodonticum;t__Fusobacterium_periodonticum_2_1_31
GCF_000158075.1	0	0	1	0	5	2	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2	6	2	0	0	2	0	0	2	1	0	0	1	0	1	0	2	2	2	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_asparagiforme;t__[Clostridium]_asparagiforme_DSM_15981
GCF_000157975.1	0	0	3	0	2	6	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_hydrogenotrophica;t__Blautia_hydrogenotrophica_DSM_10507
GCF_000158275.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_nucleatum;t__Fusobacterium_nucleatum_7_1
GCF_000158615.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Eikenella;s__Eikenella_corrodens;t__Eikenella_corrodens_ATCC_23834
GCF_000159995.1	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	2	0	3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__Alloprevotella_tannerae;t__Alloprevotella_tannerae_ATCC_51259
GCF_000160035.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Catonella;s__Catonella_morbi;t__Catonella_morbi_ATCC_51271
GCF_000160095.1	0	0	0	0	1	1	2	0	1	0	1	0	3	1	0	0	0	0	1	0	1	1	7	0	6	1	0	0	0	2	2	0	0	0	2	0	0	2	3	0	2	0	1	0	1	3	0	0	1	2	3	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Hungatella;s__Hungatella_hathewayi;t__Hungatella_hathewayi_DSM_13479
GCF_000160075.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia;s__Abiotrophia_defectiva;t__Abiotrophia_defectiva_ATCC_49176
GCF_000160675.1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__Granulicatella_adiacens;t__Granulicatella_adiacens_ATCC_49175
GCF_000160435.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Kingella;s__Kingella_oralis;t__Kingella_oralis_ATCC_51147
GCF_000160635.1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium_sinus;t__Oribacterium_sinus_F0268
GCF_000160535.1	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_bergensis;t__Prevotella_bergensis_DSM_17361
GCF_000160555.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas_noxia;t__Selenomonas_noxia_ATCC_43541
GCF_000160655.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium;s__Cardiobacterium_hominis;t__Cardiobacterium_hominis_ATCC_15826
GCF_000160695.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas_flueggei;t__Selenomonas_flueggei_ATCC_43531
GCF_000162475.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__Granulicatella_elegans;t__Granulicatella_elegans_ATCC_700633
GCF_000164695.2	0	0	0	0	0	0	0	1	0	0	0	12	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	0	0	0	5	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	15	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__Rothia_dentocariosa;t__Rothia_dentocariosa_ATCC_17931
GCF_000164675.2	0	0	0	0	0	0	0	1	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	2	0	0	0	10	0	0	0	4	0	0	0	2	0	0	0	1	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_parasanguinis;t__Streptococcus_parasanguinis_ATCC_15912
GCF_000163895.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Filifactor;s__Filifactor_alocis;t__Filifactor_alocis_ATCC_35896
GCF_000163695.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	k__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__Bacteroidetes_oral_taxon_274;t__Bacteroidetes_oral_taxon_274_F0058
GCF_000162895.1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp._oral_taxon_848;t__Actinomyces_sp._oral_taxon_848_F0332
GCF_000163775.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Simonsiella;s__Simonsiella_muelleri;t__Simonsiella_muelleri_ATCC_29453
GCF_000164135.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium_parascrofulaceum;t__Mycobacterium_parascrofulaceum_ATCC_BAA-614
GCF_000187895.1	7	4	12	0	54	52	39	0	1	1	0	0	15	17	18	0	0	1	1	1	20	16	41	0	55	50	120	9	24	29	15	0	16	76	83	0	45	66	91	0	4	4	7	1	0	2	4	1	33	25	24	2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius;t__Bacteroides_plebeius_DSM_17135
GCF_000174195.1	17	4	8	0	15	9	8	0	37	2	4	0	28	24	17	0	2	7	17	0	25	139	40	0	5	4	4	0	27	34	31	0	2	5	8	0	7	11	31	0	11	5	19	0	8	4	13	0	16	5	4	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_inulinivorans;t__Roseburia_inulinivorans_DSM_16841
GCF_000169235.1	8	3	2	0	1	0	0	0	17	3	10	0	8	5	7	0	0	2	6	0	5	6	4	0	11	42	4	0	3	6	1	0	4	4	2	0	1	3	2	0	2	0	1	0	13	2	8	0	11	4	8	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_formicigenerans;t__Dorea_formicigenerans_ATCC_27755
GCF_000165905.1	17	21	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	16	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	5	7	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_bifidum;t__Bifidobacterium_bifidum_PRL2010
GCF_000169035.1	0	0	0	0	0	0	0	0	15	8	11	0	0	0	0	0	3	7	1	0	6	4	10	0	0	0	0	0	3	3	3	0	0	0	0	0	7	9	4	0	0	0	0	0	3	2	3	0	1	0	3	0	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_aerofaciens;t__Collinsella_aerofaciens_ATCC_25986
GCF_000171775.1	0	0	0	6	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Gemmataceae;g__Gemmata;s__Gemmata_obscuriglobus;t__Gemmata_obscuriglobus_UQM_2246
GCF_000169255.2	0	0	1	0	5	1	3	0	2	0	1	0	0	0	1	0	0	1	1	0	3	3	4	0	3	0	5	0	0	1	1	0	0	4	7	0	0	2	1	0	0	1	0	0	0	1	0	0	2	5	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Pseudoflavonifractor;s__Pseudoflavonifractor_capillosus;t__Pseudoflavonifractor_capillosus_ATCC_29799
GCF_000173895.1	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	26	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria_cinerea;t__Neisseria_cinerea_ATCC_14685
GCF_000173795.1	16	5	3	0	0	0	0	0	41	1	2	0	0	0	0	0	13	14	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium;s__Catenibacterium_mitsuokai;t__Catenibacterium_mitsuokai_DSM_15897
